Date,Node,Value,Day_of_Week,Day_Of_Month,Month_Of_Year,Code,Agent,Access,State
2016-04-23 00:00:00,de_DES_AAG_116,180,5,23,4,17,3,2,1
2016-04-23 00:00:00,de_DES_AAG_131,555,5,23,4,18,3,2,1
2016-04-23 00:00:00,de_MOB_AAG_015,222,5,23,4,19,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_020,905,5,23,4,20,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_032,240,5,23,4,21,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_059,204,5,23,4,22,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_062,198,5,23,4,23,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_088,258,5,23,4,24,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_095,8,5,23,4,25,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_109,878,5,23,4,26,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_122,86,5,23,4,27,4,3,1
2016-04-23 00:00:00,de_MOB_AAG_149,44,5,23,4,28,4,3,1
2016-04-23 00:00:00,en_AAC_AAG_044,115,5,23,4,29,5,4,2
2016-04-23 00:00:00,en_AAC_AAG_049,1598,5,23,4,30,5,4,2
2016-04-23 00:00:00,en_AAC_AAG_075,22,5,23,4,31,5,4,2
2016-04-23 00:00:00,en_AAC_AAG_114,10709,5,23,4,32,5,4,2
2016-04-23 00:00:00,en_AAC_AAG_119,5435,5,23,4,33,5,4,2
2016-04-23 00:00:00,en_AAC_AAG_141,960,5,23,4,34,5,4,2
2016-04-23 00:00:00,en_AAC_SPD_004,19,5,23,4,35,6,4,2
2016-04-23 00:00:00,en_AAC_SPD_011,21,5,23,4,36,6,4,2
2016-04-23 00:00:00,en_AAC_SPD_026,17,5,23,4,37,6,4,2
2016-04-23 00:00:00,en_AAC_SPD_048,5,5,23,4,38,6,4,2
2016-04-23 00:00:00,en_AAC_SPD_067,22,5,23,4,39,6,4,2
2016-04-23 00:00:00,en_AAC_SPD_126,132,5,23,4,40,6,4,2
2016-04-23 00:00:00,en_AAC_SPD_140,13,5,23,4,41,6,4,2
2016-04-23 00:00:00,en_DES_AAG_016,868,5,23,4,42,7,5,2
2016-04-23 00:00:00,en_DES_AAG_024,734,5,23,4,43,7,5,2
2016-04-23 00:00:00,en_DES_AAG_042,1184,5,23,4,44,7,5,2
2016-04-23 00:00:00,en_DES_AAG_069,2054,5,23,4,45,7,5,2
2016-04-23 00:00:00,en_DES_AAG_082,1461,5,23,4,46,7,5,2
2016-04-23 00:00:00,en_DES_AAG_102,1316,5,23,4,47,7,5,2
2016-04-23 00:00:00,en_MOB_AAG_018,2030,5,23,4,48,8,6,2
2016-04-23 00:00:00,en_MOB_AAG_022,1609,5,23,4,49,8,6,2
2016-04-23 00:00:00,en_MOB_AAG_101,1302,5,23,4,50,8,6,2
2016-04-23 00:00:00,en_MOB_AAG_124,3923,5,23,4,51,8,6,2
2016-04-23 00:00:00,fr_AAC_AAG_029,1066,5,23,4,52,9,7,3
2016-04-23 00:00:00,fr_AAC_AAG_046,54,5,23,4,53,9,7,3
2016-04-23 00:00:00,fr_AAC_AAG_070,258,5,23,4,54,9,7,3
2016-04-23 00:00:00,fr_AAC_AAG_087,943,5,23,4,55,9,7,3
2016-04-23 00:00:00,fr_AAC_AAG_098,564,5,23,4,56,9,7,3
2016-04-23 00:00:00,fr_AAC_AAG_104,1446,5,23,4,57,9,7,3
2016-04-23 00:00:00,fr_AAC_AAG_111,277,5,23,4,58,9,7,3
2016-04-23 00:00:00,fr_AAC_AAG_112,787,5,23,4,59,9,7,3
2016-04-23 00:00:00,fr_AAC_AAG_142,367,5,23,4,60,9,7,3
2016-04-23 00:00:00,fr_AAC_SPD_025,13,5,23,4,61,10,7,3
2016-04-23 00:00:00,fr_AAC_SPD_027,4,5,23,4,62,10,7,3
2016-04-23 00:00:00,fr_AAC_SPD_035,7,5,23,4,63,10,7,3
2016-04-23 00:00:00,fr_AAC_SPD_077,6,5,23,4,64,10,7,3
2016-04-23 00:00:00,fr_AAC_SPD_084,7,5,23,4,65,10,7,3
2016-04-23 00:00:00,fr_AAC_SPD_097,5,5,23,4,66,10,7,3
2016-04-23 00:00:00,fr_AAC_SPD_130,4,5,23,4,67,10,7,3
2016-04-23 00:00:00,fr_DES_AAG_023,1223,5,23,4,68,11,8,3
2016-04-23 00:00:00,fr_DES_AAG_043,962,5,23,4,69,11,8,3
2016-04-23 00:00:00,fr_DES_AAG_051,676,5,23,4,70,11,8,3
2016-04-23 00:00:00,fr_DES_AAG_058,303,5,23,4,71,11,8,3
2016-04-23 00:00:00,fr_DES_AAG_061,44,5,23,4,72,11,8,3
2016-04-23 00:00:00,fr_DES_AAG_091,623,5,23,4,73,11,8,3
2016-04-23 00:00:00,fr_DES_AAG_093,1217,5,23,4,74,11,8,3
2016-04-23 00:00:00,fr_DES_AAG_094,97,5,23,4,75,11,8,3
2016-04-23 00:00:00,fr_DES_AAG_136,70,5,23,4,76,11,8,3
2016-04-23 00:00:00,fr_MOB_AAG_006,40,5,23,4,77,12,9,3
2016-04-23 00:00:00,fr_MOB_AAG_030,605,5,23,4,78,12,9,3
2016-04-23 00:00:00,fr_MOB_AAG_066,19,5,23,4,79,12,9,3
2016-04-23 00:00:00,fr_MOB_AAG_117,84,5,23,4,80,12,9,3
2016-04-23 00:00:00,fr_MOB_AAG_120,336,5,23,4,81,12,9,3
2016-04-23 00:00:00,fr_MOB_AAG_121,832,5,23,4,82,12,9,3
2016-04-23 00:00:00,fr_MOB_AAG_135,168,5,23,4,83,12,9,3
2016-04-23 00:00:00,fr_MOB_AAG_147,150,5,23,4,84,12,9,3
2016-04-23 00:00:00,ja_AAC_AAG_038,1349,5,23,4,85,13,10,4
2016-04-23 00:00:00,ja_AAC_AAG_047,125,5,23,4,86,13,10,4
2016-04-23 00:00:00,ja_AAC_AAG_055,485,5,23,4,87,13,10,4
2016-04-23 00:00:00,ja_AAC_AAG_076,1223,5,23,4,88,13,10,4
2016-04-23 00:00:00,ja_AAC_AAG_099,25,5,23,4,89,13,10,4
2016-04-23 00:00:00,ja_AAC_AAG_128,311,5,23,4,90,13,10,4
2016-04-23 00:00:00,ja_AAC_AAG_132,740,5,23,4,91,13,10,4
2016-04-23 00:00:00,ja_AAC_AAG_134,165,5,23,4,92,13,10,4
2016-04-23 00:00:00,ja_AAC_AAG_137,692,5,23,4,93,13,10,4
2016-04-23 00:00:00,ja_AAC_SPD_013,271,5,23,4,94,14,10,4
2016-04-23 00:00:00,ja_AAC_SPD_034,7,5,23,4,95,14,10,4
2016-04-23 00:00:00,ja_AAC_SPD_050,129,5,23,4,96,14,10,4
2016-04-23 00:00:00,ja_AAC_SPD_060,31,5,23,4,97,14,10,4
2016-04-23 00:00:00,ja_AAC_SPD_078,370,5,23,4,98,14,10,4
2016-04-23 00:00:00,ja_AAC_SPD_106,60,5,23,4,99,14,10,4
2016-04-23 00:00:00,ja_DES_AAG_079,668,5,23,4,100,15,11,4
2016-04-23 00:00:00,ja_DES_AAG_081,315,5,23,4,101,15,11,4
2016-04-23 00:00:00,ja_DES_AAG_113,34,5,23,4,102,15,11,4
2016-04-23 00:00:00,ja_MOB_AAG_065,269,5,23,4,103,16,12,4
2016-04-23 00:00:00,ja_MOB_AAG_073,513,5,23,4,104,16,12,4
2016-04-23 00:00:00,ja_MOB_AAG_092,43,5,23,4,105,16,12,4
2016-04-23 00:00:00,ja_MOB_AAG_127,377,5,23,4,106,16,12,4
2016-04-23 00:00:00,ja_MOB_AAG_129,273,5,23,4,107,16,12,4
2016-04-23 00:00:00,ja_MOB_AAG_144,4636,5,23,4,108,16,12,4
2016-04-23 00:00:00,ru_AAC_AAG_008,1191,5,23,4,109,17,13,5
2016-04-23 00:00:00,ru_AAC_AAG_145,1699,5,23,4,110,17,13,5
2016-04-23 00:00:00,ru_AAC_AAG_146,32,5,23,4,111,17,13,5
2016-04-23 00:00:00,ru_AAC_SPD_000,66,5,23,4,112,18,13,5
2016-04-23 00:00:00,ru_AAC_SPD_090,71,5,23,4,113,18,13,5
2016-04-23 00:00:00,ru_AAC_SPD_148,31,5,23,4,114,18,13,5
2016-04-23 00:00:00,ru_DES_AAG_003,703,5,23,4,115,19,14,5
2016-04-23 00:00:00,ru_DES_AAG_007,761,5,23,4,116,19,14,5
2016-04-23 00:00:00,ru_DES_AAG_017,102,5,23,4,117,19,14,5
2016-04-23 00:00:00,ru_DES_AAG_041,697,5,23,4,118,19,14,5
2016-04-23 00:00:00,ru_DES_AAG_071,743,5,23,4,119,19,14,5
2016-04-23 00:00:00,ru_DES_AAG_072,125,5,23,4,120,19,14,5
2016-04-23 00:00:00,ru_MOB_AAG_002,98,5,23,4,121,20,15,5
2016-04-23 00:00:00,ru_MOB_AAG_040,227,5,23,4,122,20,15,5
2016-04-23 00:00:00,ru_MOB_AAG_083,935,5,23,4,123,20,15,5
2016-04-23 00:00:00,ru_MOB_AAG_086,798,5,23,4,124,20,15,5
2016-04-23 00:00:00,ru_MOB_AAG_103,336,5,23,4,125,20,15,5
2016-04-23 00:00:00,ru_MOB_AAG_107,7,5,23,4,126,20,15,5
2016-04-23 00:00:00,ru_MOB_AAG_118,259,5,23,4,127,20,15,5
2016-04-23 00:00:00,ru_MOB_AAG_125,1069,5,23,4,128,20,15,5
2016-04-23 00:00:00,zh_AAC_AAG_021,76,5,23,4,129,21,16,6
2016-04-23 00:00:00,zh_AAC_AAG_033,34,5,23,4,130,21,16,6
2016-04-23 00:00:00,zh_AAC_AAG_037,236,5,23,4,131,21,16,6
2016-04-23 00:00:00,zh_AAC_AAG_052,2237,5,23,4,132,21,16,6
2016-04-23 00:00:00,zh_AAC_AAG_057,411,5,23,4,133,21,16,6
2016-04-23 00:00:00,zh_AAC_AAG_085,564,5,23,4,134,21,16,6
2016-04-23 00:00:00,zh_AAC_AAG_108,874,5,23,4,135,21,16,6
2016-04-23 00:00:00,zh_AAC_SPD_039,19,5,23,4,136,22,16,6
2016-04-23 00:00:00,zh_AAC_SPD_096,7,5,23,4,137,22,16,6
2016-04-23 00:00:00,zh_DES_AAG_009,72,5,23,4,138,23,17,6
2016-04-23 00:00:00,zh_DES_AAG_019,589,5,23,4,139,23,17,6
2016-04-23 00:00:00,zh_DES_AAG_053,107,5,23,4,140,23,17,6
2016-04-23 00:00:00,zh_DES_AAG_054,168,5,23,4,141,23,17,6
2016-04-23 00:00:00,zh_DES_AAG_056,890,5,23,4,142,23,17,6
2016-04-23 00:00:00,zh_DES_AAG_068,124,5,23,4,143,23,17,6
2016-04-23 00:00:00,zh_DES_AAG_089,666,5,23,4,144,23,17,6
2016-04-23 00:00:00,zh_DES_AAG_139,283,5,23,4,145,23,17,6
2016-04-23 00:00:00,zh_MOB_AAG_005,6,5,23,4,146,24,18,6
2016-04-23 00:00:00,zh_MOB_AAG_028,116,5,23,4,147,24,18,6
2016-04-23 00:00:00,zh_MOB_AAG_031,296,5,23,4,148,24,18,6
2016-04-23 00:00:00,zh_MOB_AAG_036,108,5,23,4,149,24,18,6
2016-04-23 00:00:00,zh_MOB_AAG_138,220,5,23,4,150,24,18,6
2016-04-24 00:00:00,Total,94407,6,24,4,0,0,0,0
2016-04-24 00:00:00,de,13533,6,24,4,0,0,0,1
2016-04-24 00:00:00,en,37087,6,24,4,0,0,0,2
2016-04-24 00:00:00,fr,14594,6,24,4,0,0,0,3
2016-04-24 00:00:00,ja,10387,6,24,4,0,0,0,4
2016-04-24 00:00:00,ru,10744,6,24,4,0,0,0,5
2016-04-24 00:00:00,zh,8062,6,24,4,0,0,0,6
2016-04-24 00:00:00,de_AAC,8325,6,24,4,0,0,1,1
2016-04-24 00:00:00,de_DES,1126,6,24,4,0,0,2,1
2016-04-24 00:00:00,de_MOB,4082,6,24,4,0,0,3,1
2016-04-24 00:00:00,en_AAC,19598,6,24,4,0,0,4,2
2016-04-24 00:00:00,en_DES,8886,6,24,4,0,0,5,2
2016-04-24 00:00:00,en_MOB,8603,6,24,4,0,0,6,2
2016-04-24 00:00:00,fr_AAC,6618,6,24,4,0,0,7,3
2016-04-24 00:00:00,fr_DES,5549,6,24,4,0,0,8,3
2016-04-24 00:00:00,fr_MOB,2427,6,24,4,0,0,9,3
2016-04-24 00:00:00,ja_AAC,6486,6,24,4,0,0,10,4
2016-04-24 00:00:00,ja_DES,934,6,24,4,0,0,11,4
2016-04-24 00:00:00,ja_MOB,2967,6,24,4,0,0,12,4
2016-04-24 00:00:00,ru_AAC,3617,6,24,4,0,0,13,5
2016-04-24 00:00:00,ru_DES,3360,6,24,4,0,0,14,5
2016-04-24 00:00:00,ru_MOB,3767,6,24,4,0,0,15,5
2016-04-24 00:00:00,zh_AAC,4141,6,24,4,0,0,16,6
2016-04-24 00:00:00,zh_DES,3145,6,24,4,0,0,17,6
2016-04-24 00:00:00,zh_MOB,776,6,24,4,0,0,18,6
2016-04-24 00:00:00,de_AAC_AAG,8186,6,24,4,0,1,1,1
2016-04-24 00:00:00,de_AAC_SPD,139,6,24,4,0,2,1,1
2016-04-24 00:00:00,de_DES_AAG,1126,6,24,4,0,3,2,1
2016-04-24 00:00:00,de_MOB_AAG,4082,6,24,4,0,4,3,1
2016-04-24 00:00:00,en_AAC_AAG,19288,6,24,4,0,5,4,2
2016-04-24 00:00:00,en_AAC_SPD,310,6,24,4,0,6,4,2
2016-04-24 00:00:00,en_DES_AAG,8886,6,24,4,0,7,5,2
2016-04-24 00:00:00,en_MOB_AAG,8603,6,24,4,0,8,6,2
2016-04-24 00:00:00,fr_AAC_AAG,6579,6,24,4,0,9,7,3
2016-04-24 00:00:00,fr_AAC_SPD,39,6,24,4,0,10,7,3
2016-04-24 00:00:00,fr_DES_AAG,5549,6,24,4,0,11,8,3
2016-04-24 00:00:00,fr_MOB_AAG,2427,6,24,4,0,12,9,3
2016-04-24 00:00:00,ja_AAC_AAG,5655,6,24,4,0,13,10,4
2016-04-24 00:00:00,ja_AAC_SPD,831,6,24,4,0,14,10,4
2016-04-24 00:00:00,ja_DES_AAG,934,6,24,4,0,15,11,4
2016-04-24 00:00:00,ja_MOB_AAG,2967,6,24,4,0,16,12,4
2016-04-24 00:00:00,ru_AAC_AAG,3476,6,24,4,0,17,13,5
2016-04-24 00:00:00,ru_AAC_SPD,141,6,24,4,0,18,13,5
2016-04-24 00:00:00,ru_DES_AAG,3360,6,24,4,0,19,14,5
2016-04-24 00:00:00,ru_MOB_AAG,3767,6,24,4,0,20,15,5
2016-04-24 00:00:00,zh_AAC_AAG,4113,6,24,4,0,21,16,6
2016-04-24 00:00:00,zh_AAC_SPD,28,6,24,4,0,22,16,6
2016-04-24 00:00:00,zh_DES_AAG,3145,6,24,4,0,23,17,6
2016-04-24 00:00:00,zh_MOB_AAG,776,6,24,4,0,24,18,6
2016-04-24 00:00:00,de_AAC_AAG_001,1680,6,24,4,1,1,1,1
2016-04-24 00:00:00,de_AAC_AAG_010,1972,6,24,4,2,1,1,1
2016-04-24 00:00:00,de_AAC_AAG_014,2368,6,24,4,3,1,1,1
2016-04-24 00:00:00,de_AAC_AAG_045,60,6,24,4,4,1,1,1
2016-04-24 00:00:00,de_AAC_AAG_063,522,6,24,4,5,1,1,1
2016-04-24 00:00:00,de_AAC_AAG_100,728,6,24,4,6,1,1,1
2016-04-24 00:00:00,de_AAC_AAG_110,653,6,24,4,7,1,1,1
2016-04-24 00:00:00,de_AAC_AAG_123,83,6,24,4,8,1,1,1
2016-04-24 00:00:00,de_AAC_AAG_143,120,6,24,4,9,1,1,1
2016-04-24 00:00:00,de_AAC_SPD_012,2,6,24,4,10,2,1,1
2016-04-24 00:00:00,de_AAC_SPD_074,11,6,24,4,11,2,1,1
2016-04-24 00:00:00,de_AAC_SPD_080,2,6,24,4,12,2,1,1
2016-04-24 00:00:00,de_AAC_SPD_105,3,6,24,4,13,2,1,1
2016-04-24 00:00:00,de_AAC_SPD_115,7,6,24,4,14,2,1,1
2016-04-24 00:00:00,de_AAC_SPD_133,114,6,24,4,15,2,1,1
2016-04-24 00:00:00,de_DES_AAG_064,292,6,24,4,16,3,2,1
2016-04-24 00:00:00,de_DES_AAG_116,149,6,24,4,17,3,2,1
2016-04-24 00:00:00,de_DES_AAG_131,685,6,24,4,18,3,2,1
2016-04-24 00:00:00,de_MOB_AAG_015,247,6,24,4,19,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_020,1073,6,24,4,20,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_032,273,6,24,4,21,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_059,370,6,24,4,22,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_062,223,6,24,4,23,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_088,225,6,24,4,24,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_095,9,6,24,4,25,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_109,1503,6,24,4,26,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_122,71,6,24,4,27,4,3,1
2016-04-24 00:00:00,de_MOB_AAG_149,88,6,24,4,28,4,3,1
2016-04-24 00:00:00,en_AAC_AAG_044,133,6,24,4,29,5,4,2
2016-04-24 00:00:00,en_AAC_AAG_049,2429,6,24,4,30,5,4,2
2016-04-24 00:00:00,en_AAC_AAG_075,32,6,24,4,31,5,4,2
2016-04-24 00:00:00,en_AAC_AAG_114,9863,6,24,4,32,5,4,2
2016-04-24 00:00:00,en_AAC_AAG_119,5774,6,24,4,33,5,4,2
2016-04-24 00:00:00,en_AAC_AAG_141,1057,6,24,4,34,5,4,2
2016-04-24 00:00:00,en_AAC_SPD_004,18,6,24,4,35,6,4,2
2016-04-24 00:00:00,en_AAC_SPD_011,18,6,24,4,36,6,4,2
2016-04-24 00:00:00,en_AAC_SPD_026,10,6,24,4,37,6,4,2
2016-04-24 00:00:00,en_AAC_SPD_048,12,6,24,4,38,6,4,2
2016-04-24 00:00:00,en_AAC_SPD_067,18,6,24,4,39,6,4,2
2016-04-24 00:00:00,en_AAC_SPD_126,227,6,24,4,40,6,4,2
2016-04-24 00:00:00,en_AAC_SPD_140,7,6,24,4,41,6,4,2
2016-04-24 00:00:00,en_DES_AAG_016,1201,6,24,4,42,7,5,2
2016-04-24 00:00:00,en_DES_AAG_024,832,6,24,4,43,7,5,2
2016-04-24 00:00:00,en_DES_AAG_042,1591,6,24,4,44,7,5,2
2016-04-24 00:00:00,en_DES_AAG_069,2093,6,24,4,45,7,5,2
2016-04-24 00:00:00,en_DES_AAG_082,1611,6,24,4,46,7,5,2
2016-04-24 00:00:00,en_DES_AAG_102,1558,6,24,4,47,7,5,2
2016-04-24 00:00:00,en_MOB_AAG_018,2514,6,24,4,48,8,6,2
2016-04-24 00:00:00,en_MOB_AAG_022,1566,6,24,4,49,8,6,2
2016-04-24 00:00:00,en_MOB_AAG_101,1421,6,24,4,50,8,6,2
2016-04-24 00:00:00,en_MOB_AAG_124,3102,6,24,4,51,8,6,2
2016-04-24 00:00:00,fr_AAC_AAG_029,997,6,24,4,52,9,7,3
2016-04-24 00:00:00,fr_AAC_AAG_046,310,6,24,4,53,9,7,3
2016-04-24 00:00:00,fr_AAC_AAG_070,428,6,24,4,54,9,7,3
2016-04-24 00:00:00,fr_AAC_AAG_087,1031,6,24,4,55,9,7,3
2016-04-24 00:00:00,fr_AAC_AAG_098,709,6,24,4,56,9,7,3
2016-04-24 00:00:00,fr_AAC_AAG_104,1369,6,24,4,57,9,7,3
2016-04-24 00:00:00,fr_AAC_AAG_111,272,6,24,4,58,9,7,3
2016-04-24 00:00:00,fr_AAC_AAG_112,964,6,24,4,59,9,7,3
2016-04-24 00:00:00,fr_AAC_AAG_142,499,6,24,4,60,9,7,3
2016-04-24 00:00:00,fr_AAC_SPD_025,7,6,24,4,61,10,7,3
2016-04-24 00:00:00,fr_AAC_SPD_027,5,6,24,4,62,10,7,3
2016-04-24 00:00:00,fr_AAC_SPD_035,4,6,24,4,63,10,7,3
2016-04-24 00:00:00,fr_AAC_SPD_077,3,6,24,4,64,10,7,3
2016-04-24 00:00:00,fr_AAC_SPD_084,5,6,24,4,65,10,7,3
2016-04-24 00:00:00,fr_AAC_SPD_097,15,6,24,4,66,10,7,3
2016-04-24 00:00:00,fr_AAC_SPD_130,0,6,24,4,67,10,7,3
2016-04-24 00:00:00,fr_DES_AAG_023,899,6,24,4,68,11,8,3
2016-04-24 00:00:00,fr_DES_AAG_043,881,6,24,4,69,11,8,3
2016-04-24 00:00:00,fr_DES_AAG_051,810,6,24,4,70,11,8,3
2016-04-24 00:00:00,fr_DES_AAG_058,288,6,24,4,71,11,8,3
2016-04-24 00:00:00,fr_DES_AAG_061,45,6,24,4,72,11,8,3
2016-04-24 00:00:00,fr_DES_AAG_091,988,6,24,4,73,11,8,3
2016-04-24 00:00:00,fr_DES_AAG_093,1487,6,24,4,74,11,8,3
2016-04-24 00:00:00,fr_DES_AAG_094,93,6,24,4,75,11,8,3
2016-04-24 00:00:00,fr_DES_AAG_136,58,6,24,4,76,11,8,3
2016-04-24 00:00:00,fr_MOB_AAG_006,45,6,24,4,77,12,9,3
2016-04-24 00:00:00,fr_MOB_AAG_030,633,6,24,4,78,12,9,3
2016-04-24 00:00:00,fr_MOB_AAG_066,16,6,24,4,79,12,9,3
2016-04-24 00:00:00,fr_MOB_AAG_117,103,6,24,4,80,12,9,3
2016-04-24 00:00:00,fr_MOB_AAG_120,367,6,24,4,81,12,9,3
2016-04-24 00:00:00,fr_MOB_AAG_121,963,6,24,4,82,12,9,3
2016-04-24 00:00:00,fr_MOB_AAG_135,147,6,24,4,83,12,9,3
2016-04-24 00:00:00,fr_MOB_AAG_147,153,6,24,4,84,12,9,3
2016-04-24 00:00:00,ja_AAC_AAG_038,1431,6,24,4,85,13,10,4
2016-04-24 00:00:00,ja_AAC_AAG_047,120,6,24,4,86,13,10,4
2016-04-24 00:00:00,ja_AAC_AAG_055,408,6,24,4,87,13,10,4
2016-04-24 00:00:00,ja_AAC_AAG_076,934,6,24,4,88,13,10,4
2016-04-24 00:00:00,ja_AAC_AAG_099,26,6,24,4,89,13,10,4
2016-04-24 00:00:00,ja_AAC_AAG_128,224,6,24,4,90,13,10,4
2016-04-24 00:00:00,ja_AAC_AAG_132,733,6,24,4,91,13,10,4
2016-04-24 00:00:00,ja_AAC_AAG_134,208,6,24,4,92,13,10,4
2016-04-24 00:00:00,ja_AAC_AAG_137,1571,6,24,4,93,13,10,4
2016-04-24 00:00:00,ja_AAC_SPD_013,154,6,24,4,94,14,10,4
2016-04-24 00:00:00,ja_AAC_SPD_034,8,6,24,4,95,14,10,4
2016-04-24 00:00:00,ja_AAC_SPD_050,132,6,24,4,96,14,10,4
2016-04-24 00:00:00,ja_AAC_SPD_060,34,6,24,4,97,14,10,4
2016-04-24 00:00:00,ja_AAC_SPD_078,464,6,24,4,98,14,10,4
2016-04-24 00:00:00,ja_AAC_SPD_106,39,6,24,4,99,14,10,4
2016-04-24 00:00:00,ja_DES_AAG_079,644,6,24,4,100,15,11,4
2016-04-24 00:00:00,ja_DES_AAG_081,262,6,24,4,101,15,11,4
2016-04-24 00:00:00,ja_DES_AAG_113,28,6,24,4,102,15,11,4
2016-04-24 00:00:00,ja_MOB_AAG_065,287,6,24,4,103,16,12,4
2016-04-24 00:00:00,ja_MOB_AAG_073,522,6,24,4,104,16,12,4
2016-04-24 00:00:00,ja_MOB_AAG_092,107,6,24,4,105,16,12,4
2016-04-24 00:00:00,ja_MOB_AAG_127,348,6,24,4,106,16,12,4
2016-04-24 00:00:00,ja_MOB_AAG_129,239,6,24,4,107,16,12,4
2016-04-24 00:00:00,ja_MOB_AAG_144,1464,6,24,4,108,16,12,4
2016-04-24 00:00:00,ru_AAC_AAG_008,1673,6,24,4,109,17,13,5
2016-04-24 00:00:00,ru_AAC_AAG_145,1753,6,24,4,110,17,13,5
2016-04-24 00:00:00,ru_AAC_AAG_146,50,6,24,4,111,17,13,5
2016-04-24 00:00:00,ru_AAC_SPD_000,44,6,24,4,112,18,13,5
2016-04-24 00:00:00,ru_AAC_SPD_090,67,6,24,4,113,18,13,5
2016-04-24 00:00:00,ru_AAC_SPD_148,30,6,24,4,114,18,13,5
2016-04-24 00:00:00,ru_DES_AAG_003,816,6,24,4,115,19,14,5
2016-04-24 00:00:00,ru_DES_AAG_007,753,6,24,4,116,19,14,5
2016-04-24 00:00:00,ru_DES_AAG_017,117,6,24,4,117,19,14,5
2016-04-24 00:00:00,ru_DES_AAG_041,762,6,24,4,118,19,14,5
2016-04-24 00:00:00,ru_DES_AAG_071,736,6,24,4,119,19,14,5
2016-04-24 00:00:00,ru_DES_AAG_072,176,6,24,4,120,19,14,5
2016-04-24 00:00:00,ru_MOB_AAG_002,105,6,24,4,121,20,15,5
2016-04-24 00:00:00,ru_MOB_AAG_040,253,6,24,4,122,20,15,5
2016-04-24 00:00:00,ru_MOB_AAG_083,911,6,24,4,123,20,15,5
2016-04-24 00:00:00,ru_MOB_AAG_086,747,6,24,4,124,20,15,5
2016-04-24 00:00:00,ru_MOB_AAG_103,374,6,24,4,125,20,15,5
2016-04-24 00:00:00,ru_MOB_AAG_107,11,6,24,4,126,20,15,5
2016-04-24 00:00:00,ru_MOB_AAG_118,303,6,24,4,127,20,15,5
2016-04-24 00:00:00,ru_MOB_AAG_125,1063,6,24,4,128,20,15,5
2016-04-24 00:00:00,zh_AAC_AAG_021,97,6,24,4,129,21,16,6
2016-04-24 00:00:00,zh_AAC_AAG_033,27,6,24,4,130,21,16,6
2016-04-24 00:00:00,zh_AAC_AAG_037,87,6,24,4,131,21,16,6
2016-04-24 00:00:00,zh_AAC_AAG_052,2151,6,24,4,132,21,16,6
2016-04-24 00:00:00,zh_AAC_AAG_057,497,6,24,4,133,21,16,6
2016-04-24 00:00:00,zh_AAC_AAG_085,377,6,24,4,134,21,16,6
2016-04-24 00:00:00,zh_AAC_AAG_108,877,6,24,4,135,21,16,6
2016-04-24 00:00:00,zh_AAC_SPD_039,25,6,24,4,136,22,16,6
2016-04-24 00:00:00,zh_AAC_SPD_096,3,6,24,4,137,22,16,6
2016-04-24 00:00:00,zh_DES_AAG_009,59,6,24,4,138,23,17,6
2016-04-24 00:00:00,zh_DES_AAG_019,663,6,24,4,139,23,17,6
2016-04-24 00:00:00,zh_DES_AAG_053,187,6,24,4,140,23,17,6
2016-04-24 00:00:00,zh_DES_AAG_054,230,6,24,4,141,23,17,6
2016-04-24 00:00:00,zh_DES_AAG_056,913,6,24,4,142,23,17,6
2016-04-24 00:00:00,zh_DES_AAG_068,94,6,24,4,143,23,17,6
2016-04-24 00:00:00,zh_DES_AAG_089,613,6,24,4,144,23,17,6
2016-04-24 00:00:00,zh_DES_AAG_139,386,6,24,4,145,23,17,6
2016-04-24 00:00:00,zh_MOB_AAG_005,11,6,24,4,146,24,18,6
2016-04-24 00:00:00,zh_MOB_AAG_028,149,6,24,4,147,24,18,6
2016-04-24 00:00:00,zh_MOB_AAG_031,343,6,24,4,148,24,18,6
2016-04-24 00:00:00,zh_MOB_AAG_036,95,6,24,4,149,24,18,6
2016-04-24 00:00:00,zh_MOB_AAG_138,178,6,24,4,150,24,18,6
2016-04-25 00:00:00,Total,103987,0,25,4,0,0,0,0
2016-04-25 00:00:00,de,31286,0,25,4,0,0,0,1
2016-04-25 00:00:00,en,33533,0,25,4,0,0,0,2
2016-04-25 00:00:00,fr,14359,0,25,4,0,0,0,3
2016-04-25 00:00:00,ja,7300,0,25,4,0,0,0,4
2016-04-25 00:00:00,ru,10317,0,25,4,0,0,0,5
2016-04-25 00:00:00,zh,7192,0,25,4,0,0,0,6
2016-04-25 00:00:00,de_AAC,8009,0,25,4,0,0,1,1
