T,D1,D2,D3,D4,D5,D6,D1ACT,D1NSW,D1NTT,D1QLD,D1SAS,D1TAS,D1VIC,D1WAS,D2ACT,D2NSW,D2NTT,D2QLD,D2SAS,D2TAS,D2VIC,D2WAS,D3ACT,D3NSW,D3NTT,D3QLD,D3SAS,D3TAS,D3VIC,D3WAS,D4ACT,D4NSW,D4NTT,D4QLD,D4SAS,D4TAS,D4VIC,D4WAS,D5ACT,D5NSW,D5NTT,D5QLD,D5SAS,D5TAS,D5VIC,D5WAS,D6ACT,D6NSW,D6NTT,D6QLD,D6SAS,D6TAS,D6VIC,D6WAS
673.400569,138.642134,154.681918,163.723152,84.348837,68.161759,63.842768,2.90599861,38.5017609,5.28289442,24.41888836,6.14158462,3.10799091,39.1441295,19.13888709,2.18688561,46.01109888,1.14343469,38.2015096,10.10901657,4.47201152,37.36748427,15.19047696,1.67791082,44.5172649,0.74131458,39.47364599,11.92156587,6.03231585,42.50433345,16.85480084,0.66580492,28.04824737,0.2710832,18.03695798,6.15576402,3.0425933,23.44110449,4.6872819,0.52058743,23.78397139,0.16626569,14.70967767,6.73139837,1.92111318,16.86124027,3.46750475,0.14301964,21.04502923,0.5615886,14.87911281,6.57218986,3.37025626,14.01812553,3.2534459
647.175815,148.65594,138.419747,118.193779,109.471775,66.426954,66.007621,2.0581457,45.36484065,3.82989785,31.06293321,12.4160048,3.00307022,38.03861428,12.88243308,1.71289073,35.84217766,0.87059054,32.66153381,12.1045017,3.68679608,30.26716797,21.27408896,2.09750859,37.36909106,0.97967019,21.48127262,10.67232246,3.82869325,34.84127294,6.92394739,1.42187679,29.93295155,0.57205092,25.34925963,7.20089599,3.53039558,29.04814089,12.4162032,0.34642805,26.08778972,0.19363729,13.02969324,6.87519298,2.5125139,14.2933017,3.08839667,0.19434227,27.52116057,0.71081953,9.14268338,5.52203001,2.39636228,18.26291628,2.25730647
680.978954,159.369895,157.817974,102.308982,128.368213,64.704193,68.409696,2.90927778,48.51620467,5.21915504,35.82734778,8.88368531,3.15663414,36.14614642,18.7114441,1.25024796,51.26139188,1.16106872,24.72633751,13.27324742,3.82598499,47.01904149,15.30065445,1.44540383,30.98802399,0.44079526,20.73228996,9.63311514,3.8546468,25.32937715,9.88532992,0.61559636,34.42432293,0.38246712,30.4387033,11.71768371,3.7839978,33.49549164,13.5099503,1.30060421,23.23820543,0.25017666,11.75525721,5.58590132,3.19822691,16.20426785,3.17155347,0.56811343,27.57546448,0.29137829,11.1569005,6.84566396,2.2320108,15.49755499,4.24260915
693.354451,148.961194,176.169068,94.470014,139.142914,70.617613,63.993649,3.10941328,47.19351218,3.20467928,31.61178502,7.89428006,2.2310263,36.83231363,16.88418384,3.11840684,51.00469126,2.01999209,30.95505807,11.8806092,4.45027329,54.34041745,18.39961961,1.7630397,29.79187405,0.41985003,18.18486631,10.16979172,3.19123653,21.45220186,9.4971536,1.16202824,42.42124394,1.04978651,34.76576014,10.37079192,5.20102151,31.96653158,12.20575037,0.73688543,24.45446227,0.18008347,15.27261422,5.13407522,3.10795094,18.09676404,3.63477716,0.15824753,20.6793389,0.24277138,13.74387085,5.09236577,1.72443764,18.1311912,4.22142593
680.432574,144.02157,165.003772,102.774562,132.277244,71.700848,64.654578,2.48000633,37.33583377,3.57807307,28.15994685,12.45677534,4.26470565,41.90123946,13.84498958,2.77219183,58.30055867,1.3918676,30.3570252,11.11742916,2.8202629,42.93996004,15.30447622,0.92602794,28.67740927,0.72240223,20.05825988,11.13090771,3.01624374,28.53304621,9.71026494,1.32080893,45.33903089,0.21133512,29.48404852,9.91461702,3.90516799,33.32490729,8.77732843,0.83456527,23.20682209,0.19535542,17.27129133,6.30662914,2.94100603,18.2710725,2.67410642,0.51167023,27.0664247,0.1938894,11.26354918,6.12805786,1.76501284,14.42665335,3.29932079
657.581021,125.049815,151.94962,102.024058,134.795446,67.44264,76.319443,1.36705532,36.13264967,1.85476772,24.26550931,12.25960954,2.94829512,35.40732407,10.81460387,2.30221981,53.45275244,1.52127851,27.24219463,11.36713857,4.00476282,38.51992303,13.53934972,1.51312375,34.56788453,0.79929173,18.40709407,7.89215828,2.38447274,29.59727397,6.86275903,1.07852498,39.54487316,0.78938333,25.49636428,12.91569104,4.17902163,41.23092881,9.56065845,0.58188804,20.88464211,0.24979633,17.71689663,5.79236509,2.4861622,15.17078356,4.56010624,0.3259556,30.12791031,0.25505245,14.13441582,6.55441757,3.13531173,17.13784397,4.64853562
694.620129,150.982505,186.785486,103.374713,106.962234,71.950417,74.564774,1.49776359,44.54961964,2.23171209,32.78363781,10.71201269,2.51186797,40.20936424,16.48652651,1.98097832,54.08674638,0.61763925,37.4236527,15.6475761,5.03984204,54.58711744,17.40193403,1.16747551,29.18273186,1.35515667,24.23839664,8.98223636,2.41127939,28.47447701,7.56295994,1.81878805,30.60149185,0.67810155,22.53023927,9.36428874,3.09373928,29.59281205,9.28277278,0.98008613,24.62252312,0.08998768,14.87279615,7.18175707,2.79247569,18.09504778,3.31574385,0.44823208,32.84675183,0.25537644,12.75028934,6.61601783,3.24370926,14.63631435,3.76808256
772.548288,208.963615,215.771314,97.054927,99.658629,77.892827,73.206976,3.45380544,52.75017855,3.11062134,48.11357639,14.30926289,2.81347471,61.01348239,23.39921329,2.57511681,62.84235787,1.25431925,42.61367184,14.03663633,6.54004477,59.9458338,25.9633334,1.96356298,31.18594224,0.34085663,16.27834272,9.27056827,2.26172524,25.53771694,10.21621172,0.38820659,29.65935752,0.25854267,20.30237751,8.0683746,3.27361154,31.57578153,6.13237722,0.98878006,24.59089331,0.56689492,18.95741441,8.33706552,3.21408711,16.10810344,5.12958832,0.46535955,28.48558636,0.18497473,12.61115867,6.8771416,2.77963594,18.03701106,3.76610788
837.648087,199.808287,251.587509,114.490241,100.257593,100.391052,71.113405,2.86436996,57.99615496,2.50495656,41.37437741,11.43834642,3.15016475,56.09298517,24.38693192,1.61428777,71.15555168,1.71822989,53.53803806,17.8592305,5.00291822,66.94675814,33.75249516,1.32445891,29.37714044,0.30055698,27.87546424,7.27436587,1.9828714,34.11119497,12.2441878,1.36421342,37.0813938,0.46368078,18.81415803,8.06655587,3.6815686,23.79661546,6.98940661,0.93731479,27.90001586,0.37786185,22.20254281,12.73278089,3.74518018,25.06799202,7.42736358,0.48248702,21.12473043,0.06836697,17.26647502,6.10871429,3.24585054,16.97158306,5.84519791
766.922257,160.552175,223.694214,121.339486,90.713125,92.160125,78.463132,2.00987751,38.34105893,3.39443761,33.29379179,13.89459382,3.71480101,49.44417511,16.45943971,3.45298861,58.25745895,1.20655141,49.22437668,15.74713965,4.27801616,63.25739964,28.27028327,1.19402288,34.44109382,0.46483597,28.23363433,10.53176952,2.57234396,33.78543065,10.11635509,1.1497446,25.33542873,0.36696255,18.22374266,8.42474258,2.60090054,26.00044201,8.61116159,1.32181886,24.68904381,0.3677363,22.85200484,11.67656385,3.08583469,22.81065502,5.35646718,0.49961449,30.8215077,0.1112219,14.83768544,4.75267806,3.15646594,19.10237586,5.1815822
714.227076,136.854656,176.801436,154.547186,91.540247,83.252638,71.230912,2.22745331,35.79504006,2.94313446,33.84407674,10.21823812,2.7207408,35.33530491,13.77066779,2.14475671,45.91606997,0.54681542,35.29191998,13.51117037,3.80733772,58.14097991,17.44238627,1.8077176,42.53482878,0.99468929,33.55030903,10.81929873,2.87826147,40.45591629,21.50616523,0.96353412,25.38550477,0.42379853,20.49864121,7.68476951,2.59659623,26.96142009,7.02598232,0.95083831,26.47240136,0.23521087,16.4489849,7.38295644,2.86952435,22.00746025,6.88526158,0.40916794,27.17885021,0.15407683,11.91504932,5.38878847,3.81682757,20.07545576,2.29269601
717.93583,138.929694,134.239088,172.236053,97.484172,97.729401,77.317423,3.20149302,47.11906957,0.86730424,24.89589932,12.52140437,2.76143206,37.43428003,10.12881128,1.67440473,38.93187614,1.48751226,29.64907376,11.32480267,3.0077517,32.63730538,15.52636096,2.0688016,51.56962241,0.87249283,39.98510448,13.51029131,3.35369796,43.76985906,17.10618308,0.89582729,26.83716394,0.18165133,22.94953059,6.31693434,2.41956995,27.5884994,10.29499496,0.73148283,26.84821107,0.40458257,19.47362408,7.38769315,3.2608081,27.81767059,11.8053289,1.05712828,25.59505473,0.2616101,15.93395907,6.00628315,2.94683133,20.5193574,4.99719874
721.813884,145.981312,143.556033,161.562629,99.301407,93.108157,78.304346,1.3134262,45.83374497,3.39297295,29.23370174,10.2989018,2.72426746,37.40110294,15.78319396,1.999298,39.53039401,1.36845026,27.76590209,12.69490445,2.81256824,41.22569804,16.15881749,1.62522802,43.45823561,0.77493047,37.79816297,13.79963153,3.78869643,45.96766443,14.3500795,0.81351752,32.16883665,0.29242289,22.57400442,7.09678244,2.29064048,26.56161173,7.5035907,1.02462878,25.04193466,0.61006702,23.51633542,6.22802052,3.45578004,27.00195666,6.22943372,0.70423961,28.77127132,0.58915286,12.65516228,8.64953103,3.37383343,15.65744269,7.90371324
741.71062,144.135388,161.008829,137.258153,125.458813,92.26439,81.585046,1.4287309,45.1957126,1.29622731,25.55057504,11.44476396,3.0725221,40.65485399,15.49200256,2.16019479,40.14418979,4.0592686,36.77915136,10.53585275,3.52521957,47.87004112,15.93491142,1.39311951,39.09509271,0.59918505,27.48454717,10.3341353,3.06675918,42.18283336,13.10248097,2.17335115,35.60128736,0.62643065,32.84567533,9.92403619,1.63570295,32.68858133,9.96374802,1.12106927,27.57320308,0.46386579,21.33614419,8.5549827,2.49946427,23.10178519,7.61387531,0.49028234,27.12758504,0.3995458,15.3754469,7.02403531,4.20969616,21.63423461,5.32422007
733.83064,135.759424,163.807845,109.286294,163.440142,84.066571,77.470365,3.14326759,38.42527664,1.22340044,31.7246202,8.55356321,2.84377845,36.13590197,13.70961544,2.55084789,45.18984775,1.99977956,34.85119711,8.75236715,2.79250146,55.57602637,12.09527755,1.45594411,32.32635735,0.71289886,24.48995354,5.87338681,2.22655894,34.53448555,7.66670877,2.088453,48.43029503,0.68703408,34.8221793,12.8445947,3.57494724,42.89499401,18.09764472,0.83832023,25.04395426,0.51869682,16.74605566,6.86606347,2.57170236,23.59204701,7.88973081,1.15356107,24.9652346,0.30019813,16.89188855,5.8735732,3.81337469,18.45196187,6.02057259
746.417568,152.449615,169.68177,111.008418,162.206677,83.604604,67.466483,2.02393773,37.8971784,1.51425269,29.27761487,9.17396575,2.73250186,52.40468656,17.42547689,2.74205802,47.88507987,1.17156693,33.86965104,12.92224228,4.47433033,49.70943462,16.90740687,1.66169239,37.59836582,0.78652052,18.41992665,7.88678622,1.79049207,32.88994473,9.97469005,2.51943089,47.47737013,0.58840678,37.1936681,14.04792381,4.52116472,43.13516057,12.72355246,0.72525338,28.5033381,0.4191262,17.55656289,8.13831704,2.41316139,17.68156465,8.16728013,0.79974695,22.99030194,0.17307514,17.83426231,3.8743703,2.99732872,14.89357418,3.90382383
751.95936,161.119552,159.058826,114.987606,162.38728,80.165191,74.240905,3.23800313,43.31863117,0.86642968,38.36592625,10.88362809,2.22533681,48.31239371,13.90920297,2.44795485,41.25030741,1.22786341,34.61984644,11.64338654,2.42457267,53.50980907,11.93508602,1.90950505,34.13395333,0.37531261,23.0174713,9.14236023,2.29638011,32.50711545,11.60550745,3.06703551,52.11862294,0.96953709,39.44659849,10.4819296,3.54367652,38.2255662,14.53431389,0.96431582,24.14301707,0.36716912,16.33843899,8.89607865,3.83099479,17.50772823,8.11744855,0.76550562,25.77254116,0.13842406,15.53350724,6.05317168,2.09779568,16.67349083,7.20646858
723.762694,145.139941,174.588763,102.443321,140.282338,82.629726,78.678606,1.65273639,43.23067091,1.14743264,30.799698,12.28460566,3.11445427,39.71570633,13.19463696,2.14515033,50.67186389,1.4455595,39.7403885,9.61267191,4.01955552,54.68063048,12.27294238,1.42109158,32.33856335,0.74624142,22.68425887,6.18140845,1.97201188,26.98476085,10.11498445,1.63388833,37.67562238,0.95107359,31.4687759,12.20278553,2.96327144,40.2503519,13.13656899,1.4923494,29.24840111,0.14571645,15.65174944,7.4335124,3.17069223,18.63925247,6.84805216,0.64376913,31.80787004,0.65584144,12.86911112,7.18620578,2.07536689,17.03079379,6.40964752
732.488119,177.423654,177.495131,91.125502,117.907301,81.224784,87.311747,3.38053473,44.26242899,1.60504928,38.38947264,13.88503351,3.96078658,50.25356675,21.68678109,1.98267579,58.35688787,0.93623721,33.48202369,11.99721789,3.04072365,48.69194418,19.00742115,1.25728711,25.06212517,0.46021187,19.43508571,4.56256903,1.94314117,29.51732677,8.88775544,1.29701862,40.07054326,0.73891292,20.31849476,10.90544948,2.71671614,30.98406121,10.87610453,0.88499572,25.1105205,0.67996164,18.9610532,5.31906891,3.20055414,18.03010191,9.03852749,0.2044102,29.09099038,0.535653825,17.88960492,9.69682454,2.22573004,20.02951426,7.6390187
837.640071,201.871248,236.946031,99.181208,108.264298,109.616192,81.761094,3.73253202,56.43167652,1.76408988,41.65773723,14.77366776,3.97029203,59.410595,20.1306574,4.17201897,72.29969448,2.2282059,45.53431242,18.55142869,5.06430878,61.79720335,27.29885838,1.09172992,31.04172305,0.27036393,19.25128463,8.556791,2.20039212,27.07693981,9.69198355,0.35103735,31.84807446,0.53611691,21.32231434,9.43259077,2.42834719,34.50217104,7.84364569,0.68796713,34.28847553,0.22049445,24.68773935,8.72400188,2.39869414,28.10352247,10.50529708,0.85695933,31.66947261,0.41546621,16.63927191,9.67631535,2.30434728,13.98884266,6.21041876
837.729913,168.508966,245.586444,123.057713,89.398458,120.211645,90.966688,3.83404966,51.31321339,1.7825521,38.33877144,11.34730254,3.20353264,40.41350192,18.27604213,3.71991736,78.59038031,3.22712911,50.01325271,16.77188094,3.69796535,56.38791743,33.17800057,1.20207339,36.73341386,0.8343027,25.44038788,7.91406018,2.46167995,37.6372322,10.83456242,1.71702767,27.24309172,0.10584029,21.36225331,8.97964246,2.06185613,20.69222135,7.23652513,0.66150768,31.561935,0.28644639,29.20355263,9.36986433,3.6156108,32.35976155,13.15296641,1.09088061,34.83939052,0.242601805,21.92514518,7.93824383,2.56823003,14.44258431,7.91961194
808.788723,145.351971,261.096491,125.245569,81.958174,99.011254,96.125263,2.14205671,39.8557189,1.61963549,24.9357776,9.79306829,3.1715387,44.97738232,18.8567934,3.86339378,74.06218915,2.72594607,58.69766683,16.04616389,3.58555096,71.99091311,30.12466726,1.51668119,39.28515604,0.83663267,29.8194166,7.51104035,2.64168643,31.37161465,12.26334147,1.56958528,25.36940306,0.33783801,21.87064623,5.28819008,1.92313679,15.73575885,9.86361542,1.3549063,28.3514039,0.52056563,21.36065385,7.81686997,2.98365254,28.99229211,7.63091017,0.53991096,35.243448,0.0697374,21.93082689,10.865756,2.44081621,18.93271442,6.10205329
764.677765,134.882056,208.497333,161.158234,78.237982,98.193099,83.70906,1.64266502,37.83322944,1.30437885,27.23912221,10.53020332,3.38901094,33.9995403,18.94390612,1.93969563,64.03297736,2.74268221,37.11947188,15.72489877,4.42300162,60.1299659,22.38463999,1.71123258,41.93526298,1.19345718,40.08875138,12.84699558,3.5781962,42.00224561,17.80209285,1.12790725,23.59421542,0.68059681,18.58305975,6.92622948,2.03106248,18.65368476,6.64122638,2.16453595,27.02617667,0.20506599,22.11939799,7.36364706,2.64975008,27.87362469,8.79090078,1.05595558,31.26563569,0.32680121,14.57089254,8.65447065,2.4105423,17.82620631,7.59855547
730.191035,127.853219,151.599786,180.611913,92.904587,94.333637,82.887892,2.18585635,31.89197312,2.08820934,29.78653684,10.0188818,2.83604569,36.47945907,12.56625705,1.63988305,46.7220263,1.97864299,26.90922024,15.31730224,3.78740985,37.6418358,17.60346594,1.66802095,53.36125206,1.41983335,37.78729458,18.42360769,2.71534403,46.0142752,19.22228512,2.02519498,26.04258158,0.07510811,25.0947117,6.23048522,2.42069157,25.3069765,5.70883776,1.52746224,33.42841504,0.4211006,17.16244746,7.88496432,2.28670121,25.39475235,6.22779347,0.66940404,28.83995868,0.21852078,17.59845658,8.40870225,2.79526387,14.8597218,9.49786437
729.704403,130.299462,147.652675,176.081611,89.563913,98.398179,87.708562,1.66763525,35.84487997,0.94372986,26.90910546,12.59530929,2.62881475,34.74204334,14.96794421,2.46002518,42.68606574,1.73056122,25.02862292,12.90976343,2.71368364,42.47701507,17.64693813,1.47989023,48.72568422,1.25946504,38.56542521,17.26691317,3.85900826,47.93233973,16.99288501,0.62256965,29.43641265,0.69034364,23.1077421,9.48570764,2.10683762,15.0172056,9.09709408,0.8187744,30.93104774,0.66445488,20.19121644,8.06729453,2.0538218,27.87068147,7.8008879,0.90169349,32.99717551,1.52573813,12.04067444,8.92252713,3.12075406,13.79690525,14.4030943
770.960155,168.196523,153.876126,135.815381,138.896145,79.787461,94.38852,2.65858545,47.50898108,1.1681669,35.95151749,12.23971532,2.96849965,42.92260422,22.77845283,1.71981324,44.99770242,1.14530105,19.53889169,13.68503673,3.44432484,51.3298911,18.01516445,2.18485398,36.76251543,1.29123461,26.54551391,12.20505819,3.0228157,37.33009867,16.47329076,1.50415806,39.60697061,0.81627199,38.58754307,13.49093062,2.82517343,29.48872402,12.5763729,1.51423066,23.67160352,0.37183678,18.47796125,6.82659023,2.11363911,17.19540176,9.61619736,0.59616107,35.71580556,0.62090061,15.45701495,9.94570019,1.86979409,20.34193357,9.84120975
760.322875,143.70942,177.049738,107.263836,148.610922,81.377917,102.311041,2.43261668,42.45389619,2.14565056,35.16549792,10.4558995,2.2956247,36.06776824,12.69246635,4.59042632,53.23195325,0.76335223,32.48168586,15.19913322,3.26085435,43.71959289,23.80273993,0.51541266,29.05698628,0.58300671,21.48175633,8.93773816,2.47779364,31.3432631,12.86787948,2.71214822,42.16100816,1.7942963,32.08294479,13.05781447,3.19805214,38.28381059,15.32084717,0.89771466,27.24216145,0.42183037,17.88272325,9.1712419,1.95769678,15.75544967,8.04909917,0.86003276,37.22636534,1.30974176,16.73982372,9.83889257,2.88518056,23.76580616,9.68519857
753.557117,130.547638,182.330487,102.128023,166.593838,83.112084,88.845045,2.24841318,42.24468841,1.62754337,26.20539377,6.79853838,1.30392779,36.16316247,13.9559711,3.67732636,52.54226766,1.29267777,34.78397052,14.51205068,3.20192506,50.40983125,21.91043799,1.44789769,25.51592367,0.67685083,19.23281595,9.4937506,2.44284984,29.71537628,13.60255786,2.58092942,46.02374943,0.96188418,38.61681038,14.67286457,3.90079842,42.09457152,17.74223058,0.59004474,26.82540389,0.07197312,17.88370853,7.49267891,1.2086376,20.78086226,8.25877533,0.7261859,32.20196618,2.50439338,15.55550246,10.67221052,2.7236188,18.00258778,6.45858026
713.745377,153.901344,147.619082,103.723057,156.980929,69.414005,82.106959,2.61966121,49.22948848,1.71025898,28.56450737,15.21579983,2.65755195,38.29884133,15.60523439,3.25927237,47.2588173,1.30255504,29.49335171,8.92390715,3.03432188,36.59102032,17.75583665,2.11344412,26.25837309,0.84179775,18.97181169,9.28672016,2.05271327,28.45000626,15.74819098,1.87015803,41.50074335,0.23421667,39.36597879,13.74123193,3.69222223,36.7177791,19.85859913,0.5547525,16.24140727,0.17555024,16.20969595,8.91373375,1.51691834,15.99995849,9.80198879,0.51666693,32.77319454,0.48835556,15.34161454,9.1106619,3.30545345,15.50819444,5.06281735
689.076105,139.598259,156.463521,107.634905,130.046892,67.093939,88.238588,2.24602243,40.78337502,1.31952596,20.45612225,14.13830461,2.61186788,43.10336391,14.93967721,2.64346957,40.34464138,1.96068736,33.22964842,10.04754617,2.36078659,47.07755563,18.79918565,3.23879033,29.55716365,0.29717082,21.47209416,9.26061448,2.33483631,28.27197786,13.20225744,0.94176435,30.69590342,0.53964001,28.9124077,11.59082057,4.12935658,37.04370586,16.19329396,0.98251693,25.81999285,0.44917704,12.07152989,6.07221114,2.21302254,13.05819188,6.42729682,0.40635467,30.54862852,0.45523146,18.51852639,8.66325135,2.91722715,19.46456342,7.26480524
702.985632,159.78135,166.545684,102.128397,122.405049,72.398397,79.726756,3.35316791,45.53750286,1.7426768,35.14471096,9.87188119,3.51645816,45.80438164,14.81057009,3.42322059,46.92940747,0.9586256,26.26240796,14.05175962,3.38693901,45.23646694,26.29685686,0.96123938,24.44789247,0.42181583,20.89331044,9.70737748,1.91009927,32.22387429,11.56278758,1.17401965,32.89217356,0.74827997,28.2322384,10.06433021,2.98618236,29.44902784,16.85879709,1.36934087,21.96570551,0.15638317,12.76512543,7.7205838,2.40691876,17.46489235,8.5494473,0.74058789,26.5624242,0.54933366,16.82034803,9.14892112,3.10199169,16.43680768,6.36634147
816.081751,201.94587,212.431439,109.343809,113.097115,94.80023,84.463287,3.2946088,61.33025544,1.94861704,44.46588936,12.34374405,4.5146711,57.20820566,16.83987902,3.64657626,59.27721242,1.65869554,44.01572958,15.81069924,4.32048183,60.83167635,22.87036826,1.08300132,30.33832997,0.79566002,25.75634104,9.01958788,1.45234207,27.05848668,13.8400598,1.14841421,34.0916532,0.46009262,19.21476422,9.09886898,2.89828689,34.58065847,11.60437592,1.44849026,24.84118194,0.47034713,23.34512223,8.795217,1.73196994,20.6887746,13.47912678,1.1199621,27.83826182,0.71281532,16.56951974,7.00264669,2.78901041,21.51274206,6.91832925
787.835946,158.071732,232.480915,107.67846,94.548252,107.516364,87.540224,3.53734319,46.14771612,2.29652224,33.1044876,11.05916967,3.93432442,37.33572145,20.65644729,4.17821637,59.82712569,2.30011809,47.01277469,20.23526111,5.6962957,67.72572337,25.50539955,1.63634472,26.42650764,0.8978679,21.83542977,9.9844327,1.85817621,30.03151456,15.0081861,0.83361689,30.5789944,0.56351574,17.42730031,9.46624207,1.92897793,22.66326218,11.08634273,0.95491045,35.63188594,0.60893806,23.59706829,10.01847538,2.01285817,23.60373388,11.08849379,1.05951344,27.93334803,0.34214068,14.80118645,8.79703177,2.8749935,21.63607135,10.09593891
762.266793,158.410618,233.365882,115.877909,72.712169,88.649623,93.250592,1.27989788,53.56839126,1.40225649,30.62722071,12.16399562,2.64413845,42.00741423,14.7173031,3.83887034,60.26198399,2.75637366,60.82532316,17.17956025,4.68212784,57.55708545,26.2645578,1.29221819,29.68231338,1.23971535,23.22741998,11.4238709,2.93344035,34.88157015,11.19736028,1.49331672,19.71014401,0.37159928,13.52875767,4.55995635,1.4246688,21.04600669,10.57771927,0.626314,23.03436251,0.22434139,21.26330523,11.24550848,2.84291288,20.10013952,9.31273938,0.49395871,32.53969029,0.61819865,19.41608508,7.50245709,2.57933568,19.81912716,10.28173966
719.364939,116.170516,187.650296,168.93491,78.480255,79.19195,88.937011,1.16467276,31.26846569,1.88509105,22.12397002,7.77855924,2.57312997,34.0404416,15.33618606,3.00974666,63.1507977,2.3261668,39.26501068,11.85915016,3.46971283,43.43961709,21.13009416,1.8518035,40.72770163,0.87026798,44.61103057,14.02876121,4.64830146,44.59936044,17.59768337,1.03633535,20.26699976,0.15122438,18.17712398,7.33844106,1.15381754,22.19737706,8.15893632,1.08692501,22.33897779,0.31411585,18.68854305,7.86971656,1.35755304,17.6566747,9.87944417,0.82996324,28.83560803,0.19268693,18.23984267,8.46000982,2.48030791,22.42304208,7.47555047
715.390148,107.795048,167.323975,175.775264,95.784749,80.463097,88.248015,1.25707811,29.75491577,0.74055017,24.10856132,8.74169717,2.15583374,30.01515619,11.02125544,2.40100864,45.51358292,1.77270278,34.49875937,9.81287859,3.05773636,49.99894669,20.26835939,2.89781918,43.36823499,1.07869059,45.53688303,15.32275661,4.08930224,40.74583977,22.73573771,0.49082351,30.96003485,1.05151995,16.84949146,7.82797885,1.95677836,25.7673809,10.88074073,0.70228411,22.25909555,0.52380787,19.40468708,7.12330274,1.95893142,19.39103211,9.09995649,0.76573225,31.40415601,0.250445315,17.25084882,9.99530919,2.30019442,19.9746362,6.3066929
704.452439,118.683248,145.074341,176.208149,93.811496,78.269154,92.406051,0.91767464,37.13669458,1.2857851,25.75688133,6.83645227,2.10859437,29.46771682,15.17344847,2.0392398,41.08295561,1.02019361,26.13804917,15.98491452,3.85901853,37.57417721,17.37579247,2.11224314,42.66471301,1.25449644,45.10449115,12.46089447,4.09936461,50.6651182,17.84682802,1.3093027,26.82406552,0.46413665,24.05955093,8.57602649,1.8275769,25.05118939,5.69964731,0.912485655,22.24588178,0.80154759,18.01731597,8.10682818,1.43580739,16.10452708,10.64476068,0.56671112,32.70520286,0.3082037,17.88966506,9.16116273,3.17559176,18.42544066,10.1740732
708.855707,156.755028,134.70994,122.471968,131.910618,73.314349,89.693804,2.3972764,48.89247022,1.19598117,29.55723334,8.08659122,2.74485658,41.15007568,22.73054375,0.94256097,39.11746256,1.12401202,26.5960211,9.21716492,3.02999269,36.51806483,18.16466042,1.46351946,29.75256356,0.69845999,22.59973837,13.1804916,2.16226421,37.72669442,14.88823671,1.56267523,30.34283614,0.74642386,34.75081182,8.58310073,2.52957742,36.84113464,16.5540582,1.1226872,23.15309623,0.40825106,14.4179464,7.15642372,1.6491478,18.66662454,6.74017176,0.5576594,30.88589884,0.66720418,18.42388201,8.72651824,2.80561676,17.93618157,9.6908434
708.165384,130.397255,156.390381,105.695538,144.502519,78.296633,92.883058,1.83301034,42.17977089,1.34470644,27.17435919,7.62831875,2.60431564,32.08664209,15.54613215,1.36307657,41.92330546,1.96750798,35.54427844,10.90801953,4.33773714,38.20753146,22.13892408,1.17501463,29.52792177,0.32654789,21.66781787,8.70503691,2.49683452,33.2394351,8.5569298,2.2027637,32.38017425,0.75807159,33.75740001,14.26676162,3.17725874,40.36351286,17.59657637,1.12304392,21.710497,0.43636487,16.03284989,8.37535589,2.51663243,15.54781752,12.5540711,0.56852704,30.01162734,0.35923117,17.63383595,8.36067607,3.34956664,24.43086432,8.16872902
696.108124,122.274446,158.8398,97.535429,152.828392,79.117424,85.512633,1.92772405,34.13785517,1.17332258,25.34709434,6.79817974,2.91491292,36.38618293,13.58917458,2.26468689,48.91778259,1.25606459,29.88805803,11.29581579,3.43530619,43.28113698,18.50094849,0.91610135,20.07931907,0.75152875,19.47885327,8.0846317,1.65540057,28.50406216,18.06553169,1.69040466,35.56240822,0.32858985,36.61196764,15.14918967,3.19529361,44.09668216,16.19385665,0.74361057,23.95708029,0.15661854,20.9970518,7.18485257,1.66610913,16.78953987,7.6225617,0.18577342,28.53916364,0.68607375,18.67837505,8.25369329,3.38400447,18.00410515,7.78144425
676.549033,135.883859,138.651034,101.520306,138.323649,76.462781,85.707405,1.61679388,41.74928085,1.15266304,22.05357225,13.65458674,3.43434785,38.74242701,13.4801869,2.32216244,41.18223718,1.51894749,24.97249249,9.48305116,2.73967617,39.4103961,17.02207126,1.56441581,28.73342904,0.41730991,18.84550169,9.29563025,1.82933083,22.05060419,18.78408379,1.50909663,32.56742446,0.67557172,30.17964301,10.17200812,2.8361699,43.41994764,16.96378707,0.77064022,18.49866261,0.10124278,19.78823014,6.37755095,1.61070249,20.40104554,8.91470658,0.32167668,27.13244475,0.66250581,19.80528452,6.5521102,3.26887458,18.82685135,9.13765711
684.045104,141.199312,154.869406,89.288568,125.88881,83.94542,88.853587,2.1202981,44.24828862,1.67239952,20.37162107,9.27610755,3.6318102,41.52848911,18.35029783,2.03908213,40.13628991,2.3372237,34.42947431,12.86619877,2.63362717,45.31941529,15.10809476,1.47564562,22.74874525,0.19086049,15.15850832,8.4631922,1.91030825,27.33688034,12.00442795,2.110035,32.20355329,0.34216282,24.21512018,11.08852078,1.97301129,39.46112742,14.49527892,0.88569721,20.86860357,0.1067064433333333,19.11090223,8.02270107,2.56922948,19.1455367,13.23604324,0.54581632,27.08858524,0.56920166,21.24556165,8.69911407,3.25074469,17.2044169,10.25014693
